gene,transmissibility,n_amplified_cases,gnomad_LOEUF,gnomad_pLI,gnomad_mis_z,dep_mean_effect,dep_frac_dependent,in_complex,n_complexes,complex_size,has_complex,length,mol_weight,isoelectric_point,gravy,aggregation_propensity,tm_domain_count,signal_peptide,vsl2_disorder,psipred_helix,psipred_strand,psipred_coil,asaquick_buried,transcript_length,gc_content,n_isoforms,utr5_length,utr3_length,codon_optimality,dn_ds,phylop_mean,gene_age_proxy,is_tf,is_kinase,is_receptor,is_enzyme,go_mf_category,n_tissues_expressed,tau,degree,weighted_degree,betweenness
RAPH1,0.16842105263157894,95,0.223,0.99985,1.3862,-0.1203384831352958,0.0223509933774834,False,0,,0,1250,135256,8.965118598937988,-0.64976,2.4857142857142907,0,False,0.744,0.274,0.084,0.642,0.157,9699.0,51.1324,22.0,191.0,5755.0,45.7234,0.07713,,5.0,False,False,False,False,other_molecular_function,42.0,0.7311456813233278,10,8.297,4.146904673748893e-06
RARRES2,0.09803921568627451,204,1.716,2.716e-05,0.38473,-0.0867376942047222,0.0033112582781456,False,0,,0,163,18618,9.29783992767334,-0.4147239263803681,2.8428571428571425,0,True,0.012,0.337,0.215,0.448,0.147,685.0,63.0081,50.0,72.0,121.0,79.878,0.259976,,3.0,False,False,False,False,binding,53.0,0.8936436739380325,3,2.33,0.0
RARS,0.6111111111111112,126,0.766,3.2689e-08,0.54382,,,False,0,,0,660,75379,6.257427406311035,-0.2801515151515151,2.500000000000004,0,False,,,,,,2122.0,41.0489,37.0,28.0,111.0,39.0318,0.058544,,5.0,False,False,False,True,catalytic_activity,54.0,0.7304135492187759,53,45.418,0.0006400679773037
RARS2,0.23076923076923078,52,0.923,7.7352e-14,-0.064965,-0.6107612871813171,0.5802980132450332,False,0,,0,578,65505,8.40959453582764,-0.2081314878892733,2.828571428571426,0,False,0.003,0.536,0.128,0.336,0.424,2242.0,41.4508,102.0,30.0,475.0,35.924,0.145005,,6.0,False,False,False,True,catalytic_activity,54.0,0.4869073821014133,41,36.64799999999998,0.0002229860938269
RASA1,0.5783132530120482,83,0.129,1.0,3.0984,0.04019477479329,0.0024834437086092,True,1,2.0,1,1047,116403,6.105553627014159,-0.255396370582617,2.9571428571428635,0,False,0.129,0.424,0.128,0.448,0.465,4746.0,43.9567,20.0,569.0,1033.0,36.8321,0.052302,,6.0,False,False,False,False,molecular_function_regulator,54.0,0.4959022837045009,63,53.986,0.0024861923929607
RASA2,0.28378378378378377,148,1.196,7.391e-31,1.8783,0.0294243930777422,0.0066225165562913,False,0,,0,850,96614,6.839458656311035,-0.428235294117647,3.114285714285716,0,False,0.122,0.336,0.202,0.462,0.364,5638.0,40.7059,28.0,57.0,3031.0,38.2353,0.106698,,6.0,False,False,False,False,molecular_function_regulator,54.0,0.5335805020720441,8,7.292,5.470259583454497e-07
RASA3,0.1232876712328767,73,0.71,1.9114e-10,1.6802,0.0161430914148552,0.0016556291390728,False,0,,0,834,95699,6.759486198425294,-0.4826139088729017,2.357142857142857,0,False,0.038,0.411,0.168,0.421,0.355,4203.0,55.5289,17.0,134.0,1564.0,77.6048,0.030098,,6.0,False,False,False,False,molecular_function_regulator,54.0,0.6332025196540501,6,4.503,5.3417307510420376e-08
RASA4,0.06074766355140187,214,1.196,0.115,0.83568,-0.3885865429243078,0.2782026768642447,False,0,,0,803,90458,8.011631202697757,-0.3591531755915317,2.228571428571432,0,False,0.078,0.41,0.167,0.423,0.375,5604.0,63.8474,47.0,67.0,3125.0,86.4428,,,6.0,False,False,False,False,molecular_function_regulator,31.0,0.7017433836515032,4,2.988,4.5099251284072275e-08
RASAL1,0.6326530612244898,98,0.953,1.2135e-14,0.75704,-0.038011446565586,0.0008278145695364,False,0,,0,804,90016,6.089922904968262,-0.2643034825870646,2.357142857142855,0,False,0.032,0.425,0.149,0.426,0.386,3368.0,62.6551,28.0,299.0,651.0,78.2878,0.128989,,6.0,False,False,False,False,molecular_function_regulator,27.0,0.8459882127897035,5,3.667,8.463533322893447e-08
RASAL2,0.11702127659574468,188,0.335,0.79641,1.4044,0.0691620297541806,0.0008278145695364,True,1,9.0,1,1139,128558,8.515516090393067,-0.6078138718173838,2.742857142857141,0,False,0.454,0.454,0.099,0.447,0.283,9843.0,49.7528,16.0,389.0,5611.0,54.0984,0.040929,,6.0,False,False,False,False,molecular_function_regulator,52.0,0.6981077952500128,6,4.57,8.540873969054983e-06
RASAL3,0.24731182795698925,93,0.781,1.114e-10,1.604,0.0115956113064856,0.0008278145695364,False,0,,0,1011,111898,9.033584022521977,-0.5281899109792285,2.6571428571428606,0,False,0.397,0.462,0.059,0.479,0.323,3266.0,66.2385,16.0,59.0,171.0,74.6047,0.155045,,6.0,False,False,False,False,molecular_function_regulator,43.0,0.9243956425851187,3,2.19,1.960691927779464e-08
RASGRP2,0.01098901098901099,91,0.447,0.2436,1.4844,-0.2521653733522551,0.0728476821192053,False,0,,0,609,69248,7.8923646926879885,-0.3236453201970444,2.557142857142856,0,False,0.177,0.511,0.036,0.453,0.389,2268.0,60.765,60.0,211.0,227.0,82.1311,0.027613,,3.0,False,False,False,False,binding,53.0,0.8627195592946786,9,7.747000000000001,1.3983387877344278e-06
RASIP1,0.03333333333333333,90,0.247,0.99803,2.8182,-0.055454704643579,0.0066225165562913,False,0,,0,963,103457,8.166161918640139,-0.3525441329179647,2.7428571428571495,0,False,0.287,0.449,0.061,0.49,0.361,3199.0,68.7068,20.0,94.0,213.0,79.8755,0.041376,,3.0,False,False,False,False,binding,52.0,0.7644018584657438,5,4.162,9.446457266013662e-07
RASSF2,0.22388059701492538,134,1.008,5.0648e-07,0.89964,0.0333354748076736,0.0008278145695364,False,0,,0,326,37790,8.934302711486819,-0.6595092024539877,2.171428571428571,0,False,0.282,0.356,0.187,0.457,0.196,5390.0,54.5362,21.0,159.0,4250.0,69.7248,0.066353,,4.0,False,False,False,False,other_molecular_function,52.0,0.9323621258250232,5,4.568,1.6885734039283104e-05
RASSF4,0.42105263157894735,76,1.549,1.7281e-13,0.14021,-0.1096674898376529,0.0149006622516556,False,0,,0,321,36748,7.658679008483888,-0.540809968847352,2.3571428571428568,0,False,0.299,0.402,0.106,0.492,0.231,3631.0,56.3147,61.0,103.0,2562.0,73.2919,0.091806,,4.0,False,False,False,False,,54.0,0.8390992602984144,3,2.68,0.0
RASSF5,0.2698412698412698,189,0.685,0.043347,1.1087,-0.0649007906096827,0.0074503311258278,False,0,,0,418,47090,9.306929969787596,-0.6193779904306219,2.199999999999999,0,False,0.452,0.337,0.17,0.493,0.256,3799.0,61.973,13.0,72.0,2470.0,75.6563,0.153266,,5.0,False,False,False,False,binding,53.0,0.8511968476736412,21,19.383,7.730111319952786e-05
RASSF8,0.033112582781456956,151,0.349,0.94158,1.1038,-0.042319535858718,0.0074503311258278,False,0,,0,419,48327,6.211615180969238,-0.7942720763723151,2.4,0,False,0.601,0.554,0.098,0.348,0.241,5980.0,43.254,30.0,669.0,4051.0,41.4286,0.03247,,5.0,False,False,False,False,,52.0,0.6949080828934302,4,3.683,4.1099862567783205e-06
RAVER1,0.8214285714285714,84,0.36,0.91101,1.4571,-0.0737904326356156,0.0091059602649006,False,0,,0,606,63877,8.792085456848145,-0.2764026402640265,2.77142857142857,0,False,0.526,0.358,0.114,0.528,0.351,3484.0,67.6577,20.0,22.0,1242.0,78.6486,0.103782,,5.0,False,False,False,False,binding,54.0,0.6303328253659338,9,7.552,4.567031332017432e-05
RAVER2,0.14516129032258066,62,0.814,1.5171e-08,0.7203,-0.0481541335954452,0.0033112582781456,False,0,,0,691,74339,7.118083381652832,-0.2706222865412446,2.757142857142855,0,False,0.2,0.368,0.11,0.522,0.368,4421.0,47.447,13.0,98.0,2247.0,42.6301,0.132558,,5.0,False,False,False,False,binding,51.0,0.596810561586728,2,1.456,0.0
RB1,0.8125,48,0.126,1.0,2.673,0.1819611404727943,0.0016556291390728,True,1,1.0,1,928,106159,8.134701347351076,-0.405926724137931,3.199999999999999,0,False,0.227,0.514,0.075,0.411,0.335,4768.0,39.0025,21.0,162.0,1819.0,33.6921,0.081906,,5.0,False,False,False,False,binding,54.0,0.762654015201185,69,56.955999999999975,0.0008548030307812
RB1CC1,0.4961832061068702,131,0.138,1.0,0.81178,-0.2208971481192524,0.1233443708609271,True,1,2.0,1,1594,183091,5.2953706741333,-0.5498745294855709,3.014285714285702,0,False,0.422,0.624,0.087,0.289,0.367,6636.0,37.2205,33.0,527.0,1324.0,30.2194,0.103378,,5.0,False,False,False,False,binding,54.0,0.5296846154862207,45,40.01199999999999,0.0005986931493216
RBBP4,0.8059701492537313,67,0.253,0.99565,4.6266,-1.347067742663055,0.9867549668874172,True,1,5.0,1,425,47656,4.738007545471191,-0.560470588235294,2.0714285714285716,0,False,0.075,0.172,0.287,0.541,0.395,7883.0,44.7574,33.0,99.0,6506.0,40.3756,0.002013,,5.0,False,False,False,False,binding,54.0,0.5931402971664823,88,79.56399999999998,0.000401727663043
RBBP5,0.6335078534031413,191,0.189,0.99981,3.5907,-1.1048459638555024,0.9759933774834436,True,1,6.0,1,538,59153,4.955416679382323,-0.4513011152416357,2.2,0,False,0.348,0.232,0.227,0.541,0.442,4367.0,46.5677,20.0,105.0,2645.0,43.5993,0.01191,,6.0,False,False,False,False,binding,54.0,0.537114962944771,58,52.822,0.0003899167388969
RBBP6,0.9019607843137255,102,0.08,1.0,1.4906,-0.9964150193750678,0.913907284768212,False,0,,0,1792,201564,9.651642417907716,-1.2878348214285715,2.900000000000026,0,False,0.806,0.307,0.07,0.623,0.382,6858.0,41.0485,18.0,1061.0,418.0,31.4557,0.089742,,2.0,False,False,False,True,catalytic_activity,54.0,0.5536928049260227,20,17.501,4.0792144754245915e-05
RBBP9,0.22627737226277372,137,0.81,0.048641,0.2345,0.0250758781939585,0.0,False,0,,0,186,21000,5.792427635192872,-0.325268817204301,3.057142857142857,0,False,0.054,0.376,0.172,0.452,0.28,3843.0,50.0891,10.0,58.0,3224.0,57.2193,0.127846,,3.0,False,False,False,True,catalytic_activity,54.0,0.5854850752280202,1,0.901,0.0
RBCK1,0.2748091603053435,131,0.453,0.13497,2.0034,0.0748244151498085,0.0008278145695364,True,1,3.0,1,510,57572,5.466740226745605,-0.4978431372549019,2.142857142857147,0,False,0.302,0.378,0.161,0.461,0.339,3701.0,63.5356,61.0,459.0,1709.0,81.8004,0.083228,,3.0,False,False,False,True,catalytic_activity,54.0,0.5393933312108883,23,19.828,0.0019826422638257
RBFA,0.16666666666666666,54,1.143,9.5095e-05,-0.38109,-0.2053359784594267,0.0869205298013245,False,0,,0,343,38359,8.006860542297364,-0.6481049562682216,2.3857142857142883,0,False,0.35,0.49,0.058,0.452,0.251,5590.0,56.2984,16.0,62.0,4496.0,65.407,0.335578,,5.0,False,False,False,False,binding,54.0,0.5683723516735968,33,28.160000000000004,8.589226733059058e-08
RBFOX2,0.375,56,0.194,0.99902,2.5839,-0.0266213747755658,0.0091059602649006,False,0,,0,390,41374,6.714526557922363,-0.4135897435897435,2.528571428571431,0,False,0.321,0.179,0.2,0.621,0.333,1170.0,52.9915,14.0,0.0,0.0,45.641,,,0.0,False,False,False,False,binding,52.0,0.7616518031016591,20,16.547000000000004,0.000178823577736
RBKS,0.18181818181818182,121,1.529,5.1575e-09,0.25203,-0.0176922842218614,0.0024834437086092,False,0,,0,322,34143,4.941832160949706,0.1391304347826087,3.5142857142857147,0,False,0.028,0.354,0.22,0.426,0.373,1247.0,48.6068,17.0,42.0,236.0,47.678,0.163123,,6.0,False,True,False,True,catalytic_activity,53.0,0.8278564373734869,7,6.119,8.690311604463351e-07
RBL2,0.2765957446808511,94,0.268,0.99835,1.2253,0.0935340626732763,0.0,True,1,1.0,1,1139,128367,7.269672966003419,-0.5430201931518877,2.8142857142857167,0,False,0.271,0.442,0.101,0.457,0.306,4854.0,45.3216,43.0,86.0,1348.0,42.3684,0.067217,,5.0,False,False,False,False,binding,54.0,0.4601543732163761,23,20.356,0.0001912325806949
RBM12,0.8930817610062893,159,0.822,0.0021086,1.243,-0.265438314437004,0.1672185430463576,False,0,,0,932,97395,8.741606712341309,-0.2393776824034334,2.4571428571428555,0,False,0.508,0.172,0.159,0.669,0.398,6646.0,47.6242,9.0,248.0,3599.0,35.9057,,,4.0,False,False,False,False,binding,54.0,0.6526971865474402,0,0.0,0.0
RBM12B,0.8181818181818182,165,0.539,0.0049816,0.85904,-0.098775924192633,0.0165562913907284,False,0,,0,1001,118103,6.341264915466309,-1.076223776223776,2.5428571428571436,0,False,0.495,0.331,0.124,0.545,0.337,8530.0,46.507,27.0,274.0,5250.0,40.6188,,,5.0,False,False,False,False,binding,54.0,0.6969883425632561,0,0.0,0.0
RBM14,0.8076923076923077,104,0.204,0.99843,2.1122,-1.3186758014771578,0.9784768211920528,True,1,2.0,1,669,69492,9.678912544250489,-0.4467862481315395,2.242857142857143,0,False,0.78,0.396,0.096,0.508,0.33,5367.0,62.1393,14.0,91.0,3266.0,63.8806,0.028826,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.5463346865683644,40,32.026,3.867343869920047e-05
RBM15,0.9333333333333333,60,0.276,0.99474,1.7679,-0.2668927056409048,0.1887417218543046,False,0,,0,977,107189,10.088866996765136,-0.873899692937564,3.114285714285724,0,False,0.528,0.215,0.144,0.641,0.275,3373.0,56.5781,9.0,29.0,410.0,54.09,0.065201,,5.0,False,False,False,False,binding,54.0,0.8375138164223095,28,24.051,0.0003752482554464
RBM15B,0.6363636363636364,44,0.253,0.99557,2.3194,-0.0414398458996402,0.0016556291390728,False,0,,0,890,97205,9.862196159362792,-0.8542696629213483,2.9000000000000097,0,False,0.421,0.291,0.108,0.601,0.325,6624.0,65.1328,1.0,115.0,3836.0,75.6453,0.037859,,5.0,False,False,False,False,binding,54.0,0.5209479596785205,22,19.054,0.0001120762085349
RBM17,0.8333333333333334,84,0.122,0.99981,3.1023,-1.1762134609106918,0.98841059602649,True,1,8.0,1,401,44962,5.759574699401855,-0.8418952618453865,2.3142857142857136,0,False,0.414,0.389,0.09,0.521,0.254,3275.0,48.3416,39.0,178.0,1891.0,45.7711,0.005301,,5.0,False,False,False,False,binding,54.0,0.4273649377345478,30,26.359,5.212811566929369e-05
RBM19,0.9797979797979798,99,0.73,1.7215e-12,-0.17643,-0.8421254996778595,0.945364238410596,False,0,,0,960,107332,6.131983757019043,-0.7527083333333333,2.271428571428576,0,False,0.335,0.397,0.119,0.484,0.333,4148.0,55.7405,38.0,98.0,1167.0,69.615,0.136954,,6.0,False,False,False,False,binding,54.0,0.6010643233070896,68,58.249,3.828457287669944e-06
RBM22,0.8067226890756303,119,0.138,0.99947,3.1553,-1.846601910578702,1.0,True,1,53.0,1,420,46896,8.828381156921388,-0.6742857142857144,2.4000000000000017,0,False,0.298,0.283,0.131,0.586,0.236,2299.0,49.9604,20.0,77.0,959.0,48.2185,0.001595,,6.0,False,False,False,False,binding,54.0,0.4600575930021468,92,84.649,7.450468743962185e-05
RBM25,0.7647058823529411,85,0.077,1.0,4.3087,-1.6012305753356864,0.9942052980132452,True,1,20.0,1,843,100185,6.05957088470459,-1.481020166073547,2.1285714285714272,0,False,0.709,0.58,0.044,0.376,0.297,6813.0,44.0758,30.0,187.0,4094.0,35.0711,0.018839,,5.0,False,False,False,False,binding,54.0,0.5364031267086434,69,60.868,0.0002470538168453
RBM26,0.875,64,0.112,1.0,2.529,-0.047815075374636,0.0057947019867549,False,0,,0,1007,113597,9.211452293395991,-0.9039721946375372,1.8857142857142597,0,False,0.62,0.375,0.097,0.528,0.223,5258.0,42.9894,31.0,481.0,1753.0,31.6468,0.034848,,5.0,False,False,False,False,binding,54.0,0.5260886456231857,1,0.747,0.0
RBM27,0.8524590163934426,122,0.206,0.99999,2.4786,-0.1723329638623867,0.0745033112582781,False,0,,0,1060,118718,9.24349308013916,-0.9099056603773584,2.1000000000000063,0,False,0.638,0.386,0.075,0.539,0.255,3311.0,45.9144,1.0,216.0,11.0,37.9377,,,0.0,False,False,False,False,binding,54.0,0.6497790318845384,1,0.807,0.0
RBM28,0.8325123152709359,203,0.815,6.2318e-12,0.17914,-0.7547639788551858,0.8501655629139073,True,1,17.0,1,759,85738,9.264961051940915,-0.9561264822134388,2.1857142857142855,0,False,0.451,0.427,0.121,0.452,0.285,15507.0,48.2018,26.0,115.0,13112.0,51.3158,0.171452,,5.0,False,False,False,False,binding,54.0,0.5345904911220765,95,83.273,1.587200705664323e-05
RBM33,0.7475247524752475,202,0.082,1.0,1.7993,-0.3270739216027927,0.2268211920529801,False,0,,0,1170,129986,6.450111579895019,-0.9824786324786324,2.7857142857142856,0,False,0.928,0.228,0.098,0.674,0.211,10168.0,55.6789,20.0,216.0,6439.0,54.4833,0.080116,,4.0,False,False,False,False,binding,54.0,0.6118527599122564,0,0.0,0.0
RBM34,0.7580645161290323,186,1.431,4.6408e-15,-0.39354,-0.2202890638553176,0.0662251655629139,False,0,,0,430,48565,10.11046390533447,-0.9234883720930231,2.3714285714285666,0,False,0.507,0.367,0.156,0.477,0.27,1847.0,41.9954,45.0,24.0,530.0,38.7471,0.256765,,4.0,False,False,False,False,binding,49.0,0.4174707050110622,60,50.176,1.645042408778778e-05
RBM39,0.7295597484276729,159,0.205,0.99981,4.2603,-1.8942560912442077,0.9991721854304636,True,1,20.0,1,530,59380,10.100406837463378,-0.6488679245283019,2.742857142857141,0,False,0.304,0.453,0.143,0.404,0.292,5060.0,43.3145,119.0,333.0,3134.0,32.3917,0.006252,,4.0,False,False,False,False,binding,54.0,0.5378283878101083,66,56.30399999999999,0.0002279058337967
RBM42,0.6129032258064516,124,0.438,0.74791,2.3866,-0.6694662751131865,0.7375827814569537,True,1,9.0,1,480,50414,9.646871757507324,-0.17875,2.4857142857142867,0,False,0.65,0.346,0.065,0.589,0.319,1692.0,65.5579,32.0,118.0,131.0,68.6071,0.017622,,1.0,False,False,False,False,binding,54.0,0.4056671538463746,42,37.94299999999999,1.929286774498011e-06
RBM45,0.6481481481481481,108,1.036,2.1132e-10,1.6603,-0.0604093225065326,0.0082781456953642,False,0,,0,476,53502,6.737603187561036,-0.4657563025210083,2.242857142857141,0,False,0.181,0.336,0.185,0.479,0.37,1803.0,43.5088,18.0,110.0,268.0,38.9474,0.065385,,5.0,False,False,False,False,binding,54.0,0.4450417596591337,9,7.138,4.037209912238198e-05
RBM47,0.29411764705882354,68,0.292,0.98493,2.5917,-0.0151115862163044,0.0223509933774834,False,0,,0,593,64099,7.558699226379395,-0.2344013490725126,2.6714285714285713,0,False,0.145,0.307,0.196,0.497,0.447,5114.0,62.2334,62.0,708.0,2624.0,76.431,0.032359,,4.0,False,False,False,False,binding,36.0,0.8250454394356386,0,0.0,0.0
RBM5,0.6136363636363636,44,0.135,1.0,4.1668,-0.2229819687224706,0.1026490066225165,True,1,20.0,1,815,92154,5.943050956726075,-0.9734969325153374,1.885714285714284,0,False,0.453,0.398,0.12,0.482,0.325,3177.0,49.7549,70.0,164.0,565.0,50.8578,0.021567,,5.0,False,False,False,False,binding,54.0,0.5904113414020107,29,24.721000000000007,2.879656557354987e-05
RBM6,0.6590909090909091,44,0.136,1.0,2.1708,-0.1223505555909591,0.0057947019867549,False,0,,0,1123,128644,5.925374031066894,-1.3036509349955476,2.042857142857104,0,False,0.714,0.257,0.085,0.658,0.313,3630.0,48.013,44.0,142.0,116.0,43.0605,0.141139,,5.0,False,False,False,False,binding,54.0,0.5361043315609388,0,0.0,0.0
RBM7,0.7681159420289855,69,0.524,0.64753,0.82539,-0.0512717228890802,0.015728476821192,True,1,1.0,1,266,30504,9.560097312927244,-1.0522556390977442,1.4714285714285713,0,False,0.662,0.297,0.132,0.571,0.207,3610.0,42.9104,18.0,6.0,2800.0,35.8209,0.121942,,4.0,False,False,False,False,binding,54.0,0.5962773710070941,30,25.526000000000003,5.8938227693140815e-05
RBM8A,0.6443298969072165,194,0.564,0.57268,2.1616,-1.4967810545575022,0.995860927152318,True,1,3.0,1,174,19889,5.500332069396971,-1.153448275862069,2.6285714285714272,0,False,0.489,0.293,0.184,0.523,0.247,4909.0,52.5714,24.0,58.0,4326.0,50.8571,,,5.0,False,False,False,False,binding,54.0,0.4105003772216865,102,89.117,0.0011206604512966
RBMS1,0.19230769230769232,104,0.486,0.11929,1.6623,-0.038829865737056,0.0115894039735099,False,0,,0,406,44505,8.908837699890139,-0.5327586206896553,1.5714285714285714,0,False,0.318,0.261,0.155,0.584,0.224,4286.0,47.0106,30.0,444.0,2621.0,43.2432,0.028755,,4.0,False,False,False,False,binding,54.0,0.6669086399109434,0,0.0,0.0
RBMS2,0.16666666666666666,120,0.805,1.3611e-06,0.83531,-0.0284136959926473,0.0008278145695364,False,0,,0,407,43959,9.145759010314944,-0.4796068796068796,1.7857142857142898,0,False,0.42,0.226,0.165,0.609,0.241,8488.0,50.8987,23.0,204.0,7060.0,53.6765,0.082801,,4.0,False,False,False,False,binding,54.0,0.7838821270844417,2,1.524,0.0
RBMS3,0.06521739130434782,46,0.455,0.2128,1.2717,0.1049375974736541,0.0008278145695364,False,0,,0,437,47840,8.118584251403806,-0.5691075514874142,1.8714285714285788,0,False,0.371,0.208,0.13,0.662,0.233,8449.0,48.4779,47.0,611.0,6524.0,47.7169,0.063069,,4.0,False,False,False,False,binding,48.0,0.7521052733066069,0,0.0,0.0
RBMXL1,0.3389830508474576,59,0.92,0.029284,0.33479,-1.0595323613320546,0.972682119205298,False,0,,0,390,42142,9.899201011657713,-1.291282051282051,3.0714285714285716,0,False,0.833,0.097,0.074,0.829,0.159,4756.0,48.1671,7.0,385.0,3198.0,26.3427,,,2.0,False,False,False,False,binding,54.0,0.5107670085935231,0,0.0,0.0
RBP1,0.15172413793103448,145,1.701,5.9233e-06,0.62461,0.0555467780288018,0.0,False,0,,0,135,15850,4.988212776184081,-0.4918518518518517,1.542857142857143,0,False,0.03,0.363,0.259,0.378,0.244,807.0,59.2593,15.0,24.0,189.0,76.2626,0.03075,,5.0,False,False,False,False,transporter_activity,51.0,0.969348799336204,5,4.047000000000001,4.426673601289849e-05
RBP4,0.017241379310344827,58,0.594,0.51951,0.77539,-0.0445179250703449,0.0016556291390728,True,1,2.0,1,201,23010,5.762075614929199,-0.4333333333333333,3.228571428571429,0,True,0.005,0.259,0.308,0.433,0.313,1070.0,59.571,39.0,83.0,381.0,82.1782,0.151106,,4.0,False,False,False,False,transporter_activity,47.0,0.9911347394838528,12,9.607,1.1691311862299408e-05
RBP7,0.078125,64,0.732,0.54133,1.0755,0.0804990634085824,0.0,False,0,,0,134,15536,7.665329170227051,-0.6186567164179105,2.0142857142857142,0,False,0.045,0.201,0.358,0.441,0.172,625.0,47.4074,13.0,31.0,189.0,60.7407,0.06884,,4.0,False,False,False,False,binding,52.0,0.9104410463290644,1,0.759,0.0
RBPJ,0.5,58,0.241,0.99853,3.5749,-0.1169125433544886,0.0339403973509933,True,1,2.0,1,500,55637,6.801490211486816,-0.4574,2.3285714285714385,0,False,0.19,0.168,0.342,0.49,0.336,5395.0,43.7158,65.0,15.0,3916.0,37.9098,0.007734,,5.0,True,False,False,False,transcription_regulator_activity,54.0,0.5405759771850523,36,32.50300000000001,0.0003947864469448
RBPMS,0.2033898305084746,59,0.272,0.97173,1.7155,0.0591438190657271,0.0041390728476821,False,0,,0,196,21802,7.773493766784668,-0.4571428571428572,1.8142857142857132,0,False,0.112,0.286,0.133,0.581,0.163,2874.0,53.2995,48.0,552.0,1731.0,53.8071,0.029379,,4.0,False,False,False,False,molecular_function_regulator,53.0,0.8056021542363643,5,4.246,1.2955829419087285e-06
RBSN,0.041666666666666664,48,,,,-0.3324632506918759,0.2673841059602649,True,1,2.0,1,784,88870,5.364202690124511,-0.8269132653061224,2.5142857142857147,0,False,0.56,0.528,0.037,0.435,0.286,6678.0,54.5223,38.0,614.0,3709.0,62.5478,0.16154,,5.0,False,False,False,False,binding,54.0,0.5431797931630221,21,17.63,0.000114703451979
RBX1,0.19672131147540983,61,0.323,0.94689,2.3818,-1.0323828163416366,0.968543046357616,True,1,3.0,1,108,12274,6.488023185729981,-0.2796296296296296,1.6571428571428573,0,False,0.176,0.407,0.093,0.5,0.185,1169.0,51.682,38.0,21.0,821.0,59.633,0.0,,5.0,False,False,False,True,catalytic_activity,54.0,0.58977276039202,133,118.643,0.0051552055372312
RC3H1,0.335,200,0.287,0.99309,2.7947,-0.1619196589281923,0.0463576158940397,True,1,2.0,1,1133,125736,6.86219425201416,-0.6240070609002648,3.8857142857142857,0,False,0.489,0.412,0.035,0.553,0.305,11451.0,48.2069,14.0,412.0,7637.0,39.7707,0.075996,,5.0,False,False,False,True,catalytic_activity,54.0,0.5386593100239686,11,9.011,1.330675524834783e-05
RCBTB2,0.125,48,0.945,2.4857e-09,-0.058448,-0.0967284316103839,0.0049668874172185,False,0,,0,551,60315,5.289345741271972,-0.0992740471869328,2.9571428571428577,0,False,0.025,0.252,0.254,0.494,0.495,3075.0,47.6449,29.0,271.0,1148.0,47.4638,0.040333,,6.0,False,False,False,False,other_molecular_function,54.0,0.6532128953019078,0,0.0,0.0
RCC1,0.9344262295081968,61,0.357,0.93109,1.6839,-1.7072839766761176,0.9925496688741722,True,1,1.0,1,421,44969,7.180549430847169,-0.2581947743467933,2.014285714285714,0,False,0.088,0.105,0.333,0.562,0.425,2551.0,58.0569,79.0,303.0,982.0,68.2464,0.062173,,6.0,False,False,False,False,binding,54.0,0.8210168864557956,26,22.559000000000005,0.000128032690497
RCC2,0.9264705882352942,68,0.334,0.95567,3.0895,-0.1748495488342957,0.0173841059602649,False,0,,0,522,56085,9.018498420715332,-0.4197318007662835,2.5999999999999983,0,False,0.18,0.176,0.253,0.571,0.427,4040.0,59.9745,3.0,141.0,2330.0,69.5985,,,0.0,False,False,False,False,binding,54.0,0.7478599707069988,2,1.553,1.7643754390614655e-07
RCCD1,0.18309859154929578,71,1.536,3.2679e-11,0.20904,0.0655582080259452,0.0008278145695364,True,1,2.0,1,376,40079,5.182772636413573,-0.2513297872340425,2.1000000000000005,0,False,0.059,0.25,0.202,0.548,0.378,2675.0,66.5782,33.0,188.0,1356.0,74.5358,0.223408,,5.0,False,False,False,False,,54.0,0.5918108063519384,1,0.906,0.0
RCHY1,0.4126984126984127,63,0.636,0.066203,1.2047,-0.0025933845719195,0.0074503311258278,True,1,1.0,1,261,30110,6.260383033752441,-0.5666666666666667,2.0142857142857133,0,False,0.092,0.36,0.169,0.471,0.261,4408.0,41.4758,33.0,117.0,3505.0,36.2595,0.079748,,5.0,False,False,False,True,catalytic_activity,54.0,0.5258010768965137,4,3.45,8.210146999916137e-05
RCL1,0.8888888888888888,54,0.574,0.059378,-1.0514,-0.9335824243813556,0.961092715231788,False,0,,0,373,40843,9.363017463684084,-0.0190348525469169,2.6000000000000005,0,False,0.008,0.389,0.212,0.399,0.389,2061.0,49.6435,18.0,148.0,791.0,52.4064,0.024266,,6.0,False,False,False,False,other_molecular_function,54.0,0.6611586160402279,111,100.71499999999996,8.747428736196103e-05
RCN1,0.8571428571428571,63,1.13,2.8821e-05,0.31616,-0.141178816887238,0.0306291390728476,False,0,,0,331,38890,4.8600976943969725,-1.034441087613293,3.5714285714285716,0,True,0.178,0.529,0.042,0.429,0.305,2369.0,51.2048,16.0,123.0,1250.0,60.5422,0.035227,,5.0,False,False,False,False,binding,54.0,0.8705617662187626,0,0.0,0.0
RCN2,0.819672131147541,61,0.737,0.029405,0.84148,-0.0899778066961638,0.0314569536423841,False,0,,0,317,36876,4.26021900177002,-0.8094637223974764,3.042857142857143,0,True,0.044,0.464,0.066,0.47,0.315,6218.0,45.1782,18.0,93.0,5171.0,45.283,0.047725,,5.0,False,False,False,False,binding,54.0,0.6636658113650202,0,0.0,0.0
